LS-Nr.,Hausnr.,S-Bahnring,lat,lon,number,amount,lamp,name_lamp,picture,installed,bulb,brand,name_bulb,comparison,color,watt,energy_consumption,lifespan,lumen_per_watt,lumen,energy_efficiency,switching,structural_system,height,Column 26
42616-2110140-00,30,innerer S-Bahnring,52.5370790539,13.4125438963,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110141-00,157,innerer S-Bahnring,52.5371899193,13.4120577289,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110142-00,29,innerer S-Bahnring,52.5367648619,13.412571647,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110143-00,158,innerer S-Bahnring,52.536928775,13.4120755117,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110144-00,28,innerer S-Bahnring,52.536518763,13.4125955283,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110145-00,158B,innerer S-Bahnring,52.5366917003,13.4121002654,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110146-00,27,innerer S-Bahnring,52.5362311398,13.4126108871,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110147-00,160,innerer S-Bahnring,52.5364099385,13.4121266816,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110148-00,26A,innerer S-Bahnring,52.5359700046,13.4126090064,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110149-00,161,innerer S-Bahnring,52.5361689978,13.4121455144,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110150-00,26,innerer S-Bahnring,52.5356948273,13.4126290644,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110151-00,161A,innerer S-Bahnring,52.5359523772,13.4121854354,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,29.12.2006,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110152-00,,innerer S-Bahnring,52.5353957376,13.4126496366,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110153-00,162,innerer S-Bahnring,52.535706608,13.4121928846,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110154-00,,innerer S-Bahnring,52.535171054,13.412693558,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110155-00,163,innerer S-Bahnring,52.5354444512,13.4122420171,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110156-00,,innerer S-Bahnring,52.5349231242,13.412743546,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110157-00,164,innerer S-Bahnring,52.5352425461,13.4122844736,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110158-00,,innerer S-Bahnring,52.5346572147,13.4127998548,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110159-00,165,innerer S-Bahnring,52.5349961402,13.4123421935,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110160-00,23,innerer S-Bahnring,52.5343876322,13.4128774313,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110161-00,,innerer S-Bahnring,52.5347600198,13.412387734,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,15.11.2004,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,86 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN DS,"H10*0,2*6WDNG",10.0,
42616-2110162-00,22,innerer S-Bahnring,52.5341015288,13.4129381547,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110163-00,,innerer S-Bahnring,52.5345179424,13.4124388589,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110164-00,22C,innerer S-Bahnring,52.5338411106,13.4129948029,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110165-00,,innerer S-Bahnring,52.5342662077,13.4124917693,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110166-00,22,innerer S-Bahnring,52.5335620199,13.4130573918,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110167-00,167C,innerer S-Bahnring,52.5339922107,13.4125482655,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110168-00,21,innerer S-Bahnring,52.5332696107,13.4130551449,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110169-00,168,innerer S-Bahnring,52.5337533126,13.4125983858,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110170-00,19,innerer S-Bahnring,52.5329872664,13.4129634578,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110171-00,170,innerer S-Bahnring,52.5335255035,13.4126482598,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110172-00,45,innerer S-Bahnring,52.5327469595,13.4128807922,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,02.09.2003,NAV-T150*SUPER*4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",150,168,32000,115,17500,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110173-00,170,innerer S-Bahnring,52.533326916,13.4125875553,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110174-00,45,,52.53237717120582,13.412737050107,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,15.04.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110175-00,172,innerer S-Bahnring,52.5330610067,13.4125002561,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110177-00,172A,innerer S-Bahnring,52.5328262283,13.4124137639,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,03.12.1996,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,01 GANZNACHT,"H10*0,2*6WDNG",10.0,
42616-2110179-00,173,,52.53257529260505,13.412347414983167,01,1.0,A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2,A&G Classica,Ja,04.12.1997,NAV-T250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,32000,130,33200,A+,14 GN-EIN-20UHR-GN-AUS-20UHR-RED-EIN,"H10*0,2*6WDNG",10.0,
42616-2110200-00,173,,52.53252844040117,13.41230609559749,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110201-00,45,,52.532467543414384,13.412794531604504,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110202-00,174,,52.53231487733797,13.412233457070068,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110203-00,,,52.53224940728756,13.412677704518089,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-T70*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,79,28000,93,6600,A+,01 GANZNACHT,,,
42616-2110204-00,175,,52.532083374692256,13.412179327045864,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110205-00,,,52.532078543657384,13.412612224561485,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-T70*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,79,28000,93,6600,A+,01 GANZNACHT,,,
42616-2110206-00,,,,,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110207-00,,,52.53184254792532,13.41255811474071,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-T70*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,79,28000,93,6600,A+,01 GANZNACHT,,,
42616-2110208-00,176,,52.531891197976684,13.412130531480976,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110209-00,,,52.53168520405571,13.412514673911481,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-T70*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,79,28000,93,6600,A+,01 GANZNACHT,,,
42616-2110210-00,176,,52.531731627412995,13.412098155025552,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
,,,,,02,1.0,SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E70 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",70,70,28000,93,6600,n. a. ,01 GANZNACHT,,,
42616-2110211-00,2,,52.53148514088755,13.412453021845632,01,1.0,SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2,Esslingen-Kandelaber,Nein,02.06.2003,NAV-E250*SUPER 4Y,Osram,Natrium-Dampflampen,>> Einsparung gegenüber einer Glühbirne 95%,"niedrige Farbtemperatur, gelblich rote Färbung",250,281,48000,n. a. ,31600,A+,01 GANZNACHT,SEM*ESSLINGEN*SX7-041409-001*DA*FAHRWEG*Einf.FUSSWEG,9.1,
